exercise_id,lesson_id,question_text,correct_answer
744,212,Translate: Hello,Por favor
745,213,Translate: Good morning,Agua
746,214,Translate: Thank you,Gracias
747,215,Translate: I love learning languages,Gracias
748,216,Translate: I love learning languages,Agua
749,217,Translate: Good morning,Buenos días
750,218,Translate: Yes,Sí
751,219,Translate: Good morning,Me encanta aprender idiomas
752,220,Translate: How are you?,Agua
753,221,Translate: No,No
754,222,Translate: I love learning languages,¿Cómo estás?
755,223,Translate: Yes,Buenos días
756,224,Translate: How are you?,Adiós
757,225,Translate: Goodbye,Me encanta aprender idiomas
758,226,Translate: Thank you,Agua
759,227,Translate: Goodbye,Sí
760,228,Translate: How are you?,Me encanta aprender idiomas
761,229,Translate: Yes,¿Cómo estás?
762,230,Translate: How are you?,Adiós
763,231,Translate: Good morning,Adiós
764,232,Translate: Good morning,Buenos días
765,233,Translate: Water,Me encanta aprender idiomas
766,234,Translate: Hello,Gracias
767,235,Translate: No,¿Cómo estás?
768,236,Translate: Please,Agua
769,237,Translate: Good morning,Adiós
770,238,Translate: Thank you,¿Cómo estás?
771,239,Translate: No,Agua
772,240,Translate: How are you?,Adiós
773,241,Translate: Thank you,Agua
774,242,Translate: I love learning languages,Agua
775,243,Translate: Please,Sí
776,244,Translate: I love learning languages,Por favor
777,245,Translate: I love learning languages,Adiós
778,246,Translate: Yes,Por favor
779,247,Translate: I love learning languages,Me encanta aprender idiomas
780,248,Translate: Please,No
781,249,Translate: Thank you,Agua
782,250,Translate: No,Sí
783,251,Translate: How are you?,Agua
784,252,Translate: I love learning languages,¿Cómo estás?
785,253,Translate: Hello,Por favor
786,254,Translate: Water,Hola
787,255,Translate: Water,Sí
788,256,Translate: Yes,Agua
789,257,Translate: Good morning,Hola
790,258,Translate: Yes,Me encanta aprender idiomas
791,259,Translate: Yes,No
792,260,Translate: Hello,No
793,261,Translate: I love learning languages,No
794,262,Translate: Yes,Sí
795,263,Translate: No,Buenos días
796,264,Translate: No,Me encanta aprender idiomas
797,265,Translate: Good morning,¿Cómo estás?
798,266,Translate: Hello,¿Cómo estás?
799,267,Translate: Goodbye,Me encanta aprender idiomas
800,268,Translate: How are you?,Sí
801,269,Translate: I love learning languages,Adiós
802,270,Translate: I love learning languages,Por favor
803,271,Translate: Yes,Adiós
804,272,Translate: No,Gracias
805,273,Translate: Goodbye,Sí
806,274,Translate: I love learning languages,Gracias
807,275,Translate: I love learning languages,¿Cómo estás?
808,276,Translate: I love learning languages,Hola
809,277,Translate: No,Sí
810,278,Translate: I love learning languages,Gracias
811,279,Translate: Please,Sí
812,280,Translate: How are you?,No
813,281,Translate: I love learning languages,Buenos días
814,282,Translate: Please,Agua
815,283,Translate: Thank you,Me encanta aprender idiomas
816,284,Translate: I love learning languages,Adiós
817,285,Translate: Thank you,Me encanta aprender idiomas
818,286,Translate: No,Buenos días
819,287,Translate: No,Agua
820,288,Translate: Water,Me encanta aprender idiomas
821,289,Translate: No,Buenos días
822,290,Translate: Yes,¿Cómo estás?
823,291,Translate: Hello,Sí
824,292,Translate: I love learning languages,Sí
825,293,Translate: No,No
826,294,Translate: No,Gracias
827,295,Translate: Thank you,Me encanta aprender idiomas
828,296,Translate: Yes,¿Cómo estás?
829,297,Translate: Good morning,Me encanta aprender idiomas
830,298,Translate: Water,Hola
831,299,Translate: I love learning languages,No
832,300,Translate: I love learning languages,Por favor
833,301,Translate: I love learning languages,No
834,302,Translate: Good morning,No
835,303,Translate: Thank you,Buenos días
836,304,Translate: Goodbye,Me encanta aprender idiomas
837,305,Translate: Yes,Buenos días
838,306,Translate: I love learning languages,Me encanta aprender idiomas
839,307,Translate: No,Me encanta aprender idiomas
840,308,Translate: No,Me encanta aprender idiomas
841,309,Translate: Please,Agua
842,310,Translate: Please,Buenos días
843,311,Translate: I love learning languages,Sí
844,312,Translate: How are you?,No
845,313,Translate: Good morning,Por favor
846,314,Translate: Yes,¿Cómo estás?
847,315,Translate: I love learning languages,Por favor
848,316,Translate: Please,Adiós
849,317,Translate: Thank you,No
850,318,Translate: No,¿Cómo estás?
851,319,Translate: Thank you,Gracias
852,320,Translate: Goodbye,¿Cómo estás?
853,321,Translate: Good morning,Agua
854,322,Translate: Please,Me encanta aprender idiomas
855,323,Translate: Yes,No
856,324,Translate: Water,Por favor
857,325,Translate: Goodbye,Por favor
858,326,Translate: Good morning,¿Cómo estás?
859,327,Translate: Good morning,Gracias
860,328,Translate: Please,Agua
861,329,Translate: Thank you,¿Cómo estás?
862,330,Translate: I love learning languages,Hola
863,331,Translate: Good morning,Agua
864,332,Translate: No,Me encanta aprender idiomas
865,333,Translate: Yes,Hola
866,334,Translate: Water,Por favor
867,335,Translate: Good morning,Me encanta aprender idiomas
868,336,Translate: I love learning languages,Buenos días
869,337,Translate: How are you?,¿Cómo estás?
870,338,Translate: Good morning,Agua
871,339,Translate: Please,Buenos días
872,340,Translate: Thank you,Adiós
873,341,Translate: I love learning languages,Por favor
874,342,Translate: Yes,Sí
875,343,Translate: No,Gracias
876,344,Translate: Thank you,Gracias
877,345,Translate: Good morning,Buenos días
878,346,Translate: Good morning,Adiós
879,347,Translate: Good morning,Me encanta aprender idiomas
880,348,Translate: Water,Adiós
881,349,Translate: I love learning languages,Por favor
882,350,Translate: Good morning,Buenos días
883,351,Translate: Goodbye,No
884,352,Translate: How are you?,Sí
885,353,Translate: Water,Adiós
886,354,Translate: Thank you,Sí
887,355,Translate: I love learning languages,Adiós
888,356,Translate: How are you?,Por favor
889,357,Translate: Goodbye,Sí
890,358,Translate: How are you?,Agua
891,359,Translate: Good morning,Gracias
892,360,Translate: How are you?,Adiós
893,361,Translate: Good morning,Por favor
894,362,Translate: Goodbye,¿Cómo estás?
895,363,Translate: No,Me encanta aprender idiomas
896,364,Translate: Good morning,Me encanta aprender idiomas
897,365,Translate: How are you?,Agua
898,366,Translate: Please,¿Cómo estás?
899,367,Translate: No,No
900,368,Translate: Goodbye,Agua
901,369,Translate: Yes,Agua
902,370,Translate: I love learning languages,Adiós
903,371,Translate: Yes,Gracias
904,372,Translate: How are you?,Gracias
905,373,Translate: Goodbye,Me encanta aprender idiomas
906,374,Translate: Yes,Adiós
907,375,Translate: Hello,Me encanta aprender idiomas
908,376,Translate: Good morning,Agua
909,377,Translate: Yes,Por favor
910,378,Translate: Water,¿Cómo estás?
911,379,Translate: Good morning,Por favor
912,380,Translate: Thank you,Sí
913,381,Translate: How are you?,Me encanta aprender idiomas
914,382,Translate: Good morning,No
915,383,Translate: I love learning languages,Gracias
916,384,Translate: Hello,Adiós
917,385,Translate: Please,¿Cómo estás?
918,386,Translate: How are you?,Agua
919,387,Translate: Thank you,Hola
920,388,Translate: Thank you,Por favor
921,389,Translate: Good morning,Buenos días
922,390,Translate: Good morning,Hola
923,391,Translate: Yes,Adiós
924,392,Translate: Thank you,Sí
925,393,Translate: Water,Hola
926,394,Translate: How are you?,Me encanta aprender idiomas
927,395,Translate: Water,Me encanta aprender idiomas
928,396,Translate: Water,Sí
929,397,Translate: How are you?,Agua
930,398,Translate: Good morning,Adiós
931,399,Translate: Please,Me encanta aprender idiomas
932,400,Translate: Hello,Me encanta aprender idiomas
933,401,Translate: Good morning,Por favor
934,402,Translate: Water,Buenos días
935,403,Translate: Goodbye,¿Cómo estás?
936,404,Translate: Good morning,Agua
937,405,Translate: I love learning languages,No
938,406,Translate: Yes,Sí
939,407,Translate: Yes,Agua
940,408,Translate: No,Gracias
941,409,Translate: I love learning languages,¿Cómo estás?
942,410,Translate: I love learning languages,Me encanta aprender idiomas
943,411,Translate: Thank you,Por favor
944,412,Translate: Thank you,Hola
945,413,Translate: Yes,Me encanta aprender idiomas
946,414,Translate: Yes,Por favor
947,415,Translate: Good morning,Agua
948,416,Translate: No,¿Cómo estás?
949,417,Translate: How are you?,Adiós
950,418,Translate: No,¿Cómo estás?
951,419,Translate: Goodbye,Sí
952,420,Translate: Water,Me encanta aprender idiomas
953,421,Translate: Yes,Sí
954,422,Translate: I love learning languages,¿Cómo estás?
955,423,Translate: Water,No
956,424,Translate: How are you?,Me encanta aprender idiomas
957,425,Translate: Water,Me encanta aprender idiomas
958,426,Translate: I love learning languages,Por favor
959,427,Translate: Good morning,Sí
960,428,Translate: Please,Por favor
961,429,Translate: I love learning languages,No
962,430,Translate: Thank you,No
963,431,Translate: Yes,Sí
964,432,Translate: Goodbye,Gracias
965,433,Translate: Goodbye,Sí
966,434,Translate: Thank you,Hola
967,435,Translate: Hello,Gracias
968,436,Translate: Goodbye,¿Cómo estás?
969,437,Translate: No,Sí
970,438,Translate: Yes,Hola
971,439,Translate: Water,Me encanta aprender idiomas
972,440,Translate: I love learning languages,Sí
973,441,Translate: Yes,Adiós
974,442,Translate: Goodbye,Adiós
975,443,Translate: Thank you,Me encanta aprender idiomas
976,444,Translate: Good morning,Agua
977,445,Translate: Hello,Gracias
978,446,Translate: Please,Hola
979,447,Translate: Yes,Me encanta aprender idiomas
980,448,Translate: Water,Me encanta aprender idiomas
981,449,Translate: Thank you,Me encanta aprender idiomas
982,450,Translate: No,Agua
983,451,Translate: Please,Buenos días
984,452,Translate: Yes,Adiós
985,453,Translate: Water,¿Cómo estás?
986,454,Translate: Good morning,No
987,455,Translate: Good morning,Por favor
988,456,Translate: How are you?,Buenos días
989,457,Translate: No,Por favor
990,458,Translate: Goodbye,No
991,459,Translate: No,Sí
992,460,Translate: Yes,Agua
993,461,Translate: Good morning,Sí
994,462,Translate: Good morning,Gracias
995,463,Translate: No,Buenos días
996,464,Translate: Please,Adiós
997,465,Translate: Good morning,No
998,466,Translate: Goodbye,Me encanta aprender idiomas
999,467,Translate: How are you?,Sí
1000,468,Translate: Thank you,Por favor
1001,469,Translate: How are you?,Adiós
1002,470,Translate: Goodbye,¿Cómo estás?
1003,471,Translate: I love learning languages,Me encanta aprender idiomas
1004,472,Translate: Thank you,Buenos días
1005,473,Translate: Yes,Hola
1006,474,Translate: How are you?,No
1007,475,Translate: Please,Adiós
1008,476,Translate: I love learning languages,Me encanta aprender idiomas
1009,477,Translate: Yes,Agua
1010,478,Translate: Goodbye,Buenos días
1011,479,Translate: Good morning,No
1012,480,Translate: Please,Gracias
1013,481,Translate: I love learning languages,Buenos días
1014,482,Translate: Yes,Me encanta aprender idiomas
1015,483,Translate: Good morning,Por favor
1016,484,Translate: Goodbye,Gracias
1017,485,Translate: Yes,Gracias
1018,486,Translate: I love learning languages,Por favor
1019,487,Translate: Hello,Sí
1020,488,Translate: I love learning languages,Gracias
1021,489,Translate: Good morning,Agua
1022,490,Translate: Good morning,Sí
1023,491,Translate: How are you?,No
1024,492,Translate: Goodbye,Sí
1025,493,Translate: Thank you,Me encanta aprender idiomas
1026,494,Translate: Goodbye,Sí
1027,495,Translate: Thank you,Hola
1028,496,Translate: Goodbye,Gracias
1029,497,Translate: Thank you,Adiós
1030,498,Translate: How are you?,No
1031,499,Translate: Hello,¿Cómo estás?
1032,500,Translate: Water,Me encanta aprender idiomas
1033,501,Translate: No,Por favor
1034,502,Translate: Good morning,Por favor
1035,503,Translate: Hello,Por favor
1036,504,Translate: I love learning languages,Adiós
1037,505,Translate: No,Me encanta aprender idiomas
1038,506,Translate: Good morning,Me encanta aprender idiomas
1039,507,Translate: Please,Gracias
1040,508,Translate: I love learning languages,Buenos días
1041,509,Translate: Please,Por favor
1042,510,Translate: No,Por favor
1043,511,Translate: Hello,Sí
1044,512,Translate: Goodbye,Por favor
1045,513,Translate: Thank you,Me encanta aprender idiomas
1046,514,Translate: Hello,Me encanta aprender idiomas
1047,515,Translate: I love learning languages,Buenos días
1048,516,Translate: Yes,Agua
1049,517,Translate: Water,Adiós
1050,518,Translate: Thank you,Buenos días
1051,519,Translate: Thank you,Buenos días
1052,520,Translate: Thank you,¿Cómo estás?
1053,521,Translate: Please,¿Cómo estás?
1054,522,Translate: Water,Sí
1055,523,Translate: Please,Me encanta aprender idiomas
1056,524,Translate: Please,Adiós
1057,525,Translate: No,Adiós
1058,526,Translate: I love learning languages,Hola
1059,527,Translate: Goodbye,¿Cómo estás?
1060,528,Translate: No,Me encanta aprender idiomas
1061,529,Translate: Goodbye,Hola
1062,530,Translate: Please,No
1063,531,Translate: I love learning languages,Por favor
1064,532,Translate: Thank you,Sí
1065,1,Translate: Hello,Agua
1066,2,Translate: Please,Hola
1067,3,Translate: Goodbye,Adiós
1068,4,Translate: Water,Sí
1069,5,Translate: Hello,Agua
1070,6,Translate: Water,Adiós
1071,7,Translate: Please,Sí
1072,8,Translate: Please,Buenos días
1073,9,Translate: How are you?,Gracias
1074,10,Translate: Please,Buenos días
1075,11,Translate: How are you?,No
1076,12,Translate: Please,Sí
1077,13,Translate: Hello,Agua
1078,14,Translate: Please,No
1079,15,Translate: Hello,Buenos días
1080,16,Translate: Please,¿Cómo estás?
1081,17,Translate: Hello,Adiós
1082,18,Translate: Water,Agua
1083,19,Translate: Hello,No
1084,20,Translate: How are you?,Gracias
1085,21,Translate: I love learning languages,No
1086,22,Translate: Good morning,Agua
1087,23,Translate: Good morning,Agua
1088,24,Translate: Yes,Buenos días
1089,25,Translate: Good morning,Adiós
1090,26,Translate: Goodbye,Por favor
1091,27,Translate: Please,Agua
1092,28,Translate: I love learning languages,Buenos días
1093,29,Translate: No,Buenos días
1094,30,Translate: Water,Me encanta aprender idiomas
1095,31,Translate: Yes,Buenos días
1096,32,Translate: Water,Me encanta aprender idiomas
1097,33,Translate: Thank you,Agua
1098,34,Translate: Please,Buenos días
1099,35,Translate: Good morning,Por favor
1100,36,Translate: I love learning languages,Buenos días
1101,37,Translate: Yes,Agua
1102,38,Translate: No,¿Cómo estás?
1103,39,Translate: Good morning,No
1104,40,Translate: Please,¿Cómo estás?
1105,41,Translate: No,Hola
1106,42,Translate: Thank you,Sí
1107,43,Translate: Goodbye,Agua
1108,44,Translate: No,Agua
1109,45,Translate: Please,Adiós
1110,46,Translate: Goodbye,Buenos días
1111,47,Translate: Goodbye,Hola
1112,48,Translate: I love learning languages,Gracias
1113,49,Translate: Goodbye,Hola
1114,50,Translate: Thank you,Sí
1115,51,Translate: Goodbye,Gracias
1116,52,Translate: Goodbye,Adiós
1117,53,Translate: Goodbye,Sí
1118,54,Translate: Water,Hola
1119,55,Translate: Hello,No
1120,56,Translate: I love learning languages,Hola
1121,57,Translate: How are you?,Sí
1122,58,Translate: Yes,Adiós
1123,59,Translate: I love learning languages,Agua
1124,60,Translate: Goodbye,No
1125,61,Translate: Thank you,Gracias
1126,62,Translate: No,No
1127,63,Translate: How are you?,Adiós
1128,64,Translate: Water,Adiós
1129,65,Translate: No,Hola
1130,66,Translate: Water,Adiós
1131,67,Translate: Please,Gracias
1132,68,Translate: I love learning languages,Hola
1133,69,Translate: Goodbye,Me encanta aprender idiomas
1134,70,Translate: How are you?,Sí
1135,71,Translate: Please,Por favor
1136,72,Translate: How are you?,¿Cómo estás?
1137,73,Translate: How are you?,Me encanta aprender idiomas
1138,74,Translate: How are you?,Adiós
1139,75,Translate: Goodbye,No
1140,76,Translate: I love learning languages,Sí
1141,77,Translate: Thank you,Por favor
1142,78,Translate: Goodbye,¿Cómo estás?
1143,79,Translate: I love learning languages,No
1144,80,Translate: No,Sí
1145,81,Translate: Thank you,Por favor
1146,82,Translate: Water,Sí
1147,83,Translate: Good morning,Me encanta aprender idiomas
1148,84,Translate: Good morning,Buenos días
1149,85,Translate: Thank you,Agua
1150,86,Translate: Yes,No
1151,87,Translate: Yes,Sí
1152,88,Translate: I love learning languages,Me encanta aprender idiomas
1153,89,Translate: Yes,No
1154,90,Translate: Thank you,Me encanta aprender idiomas
1155,91,Translate: Thank you,Buenos días
1156,92,Translate: Goodbye,No
1157,93,Translate: I love learning languages,Me encanta aprender idiomas
1158,94,Translate: Water,No
1159,95,Translate: Water,Gracias
1160,96,Translate: Please,No
1161,97,Translate: Hello,Por favor
1162,98,Translate: How are you?,Hola
1163,99,Translate: Good morning,Gracias
1164,100,Translate: Good morning,Me encanta aprender idiomas
1165,101,Translate: Yes,Hola
1166,102,Translate: Goodbye,Sí
1167,103,Translate: Yes,No
1168,104,Translate: Water,Agua
1169,105,Translate: I love learning languages,Por favor
1170,106,Translate: How are you?,Gracias
1171,107,Translate: Water,Sí
1172,108,Translate: No,Gracias
1173,109,Translate: How are you?,Sí
1174,110,Translate: Yes,Sí
1175,111,Translate: Goodbye,Agua
1176,112,Translate: Yes,Adiós
1177,113,Translate: How are you?,Adiós
1178,114,Translate: Goodbye,Adiós
1179,115,Translate: Water,Agua
1180,116,Translate: Goodbye,Adiós
1181,117,Translate: I love learning languages,Hola
1182,118,Translate: I love learning languages,Sí
1183,119,Translate: Water,Gracias
1184,120,Translate: Yes,Agua
1185,121,Translate: Thank you,No
1186,122,Translate: No,¿Cómo estás?
1187,123,Translate: How are you?,Sí
1188,124,Translate: Thank you,Me encanta aprender idiomas
1189,125,Translate: How are you?,No
1190,126,Translate: How are you?,Agua
1191,127,Translate: Thank you,Me encanta aprender idiomas
1192,128,Translate: Goodbye,Hola
1193,129,Translate: Good morning,Me encanta aprender idiomas
1194,130,Translate: Water,Buenos días
1195,131,Translate: How are you?,Me encanta aprender idiomas
1196,132,Translate: Thank you,Adiós
1197,133,Translate: How are you?,Adiós
1198,134,Translate: I love learning languages,Me encanta aprender idiomas
1199,135,Translate: Good morning,Adiós
1200,136,Translate: No,Gracias
1201,137,Translate: Yes,Gracias
1202,138,Translate: I love learning languages,Gracias
1203,139,Translate: Water,Agua
1204,140,Translate: How are you?,Me encanta aprender idiomas
1205,141,Translate: How are you?,Me encanta aprender idiomas
1206,142,Translate: Please,Sí
1207,143,Translate: Goodbye,Me encanta aprender idiomas
1208,144,Translate: Goodbye,Me encanta aprender idiomas
1209,145,Translate: Please,Me encanta aprender idiomas
1210,146,Translate: No,Por favor
1211,147,Translate: No,Por favor
1212,148,Translate: I love learning languages,Agua
1213,149,Translate: I love learning languages,No
1214,150,Translate: How are you?,Hola
1215,151,Translate: Yes,No
1216,152,Translate: How are you?,Buenos días
1217,153,Translate: Yes,No
1218,154,Translate: Water,Adiós
1219,155,Translate: How are you?,Hola
1220,156,Translate: How are you?,Me encanta aprender idiomas
1221,157,Translate: How are you?,Me encanta aprender idiomas
1222,158,Translate: No,Buenos días
1223,159,Translate: Please,Adiós
1224,160,Translate: No,Hola
1225,161,Translate: Good morning,Gracias
1226,162,Translate: Good morning,¿Cómo estás?
1227,163,Translate: Water,Adiós
1228,164,Translate: I love learning languages,Agua
1229,165,Translate: Goodbye,Por favor
1230,166,Translate: Goodbye,Hola
1231,167,Translate: Yes,¿Cómo estás?
1232,168,Translate: Yes,No
1233,169,Translate: Please,Agua
1234,170,Translate: How are you?,Por favor
1235,171,Translate: I love learning languages,Adiós
1236,172,Translate: Hello,Gracias
1237,173,Translate: Water,Sí
1238,174,Translate: How are you?,Me encanta aprender idiomas
1239,175,Translate: Water,Me encanta aprender idiomas
1240,176,Translate: Yes,¿Cómo estás?
1241,177,Translate: I love learning languages,Hola
1242,178,Translate: Goodbye,¿Cómo estás?
1243,179,Translate: Thank you,Adiós
1244,180,Translate: Please,Me encanta aprender idiomas
1245,181,Translate: Water,¿Cómo estás?
1246,182,Translate: Goodbye,No
1247,183,Translate: Good morning,¿Cómo estás?
1248,184,Translate: Goodbye,Buenos días
1249,185,Translate: How are you?,Por favor
1250,186,Translate: Yes,Agua
1251,187,Translate: Please,Buenos días
1252,188,Translate: Goodbye,Me encanta aprender idiomas
1253,189,Translate: How are you?,¿Cómo estás?
1254,190,Translate: How are you?,No
1255,191,Translate: How are you?,Por favor
1256,192,Translate: Good morning,Agua
1257,193,Translate: I love learning languages,Adiós
1258,194,Translate: Please,¿Cómo estás?
1259,195,Translate: I love learning languages,Adiós
1260,196,Translate: No,Hola
1261,197,Translate: Yes,Hola
1262,198,Translate: I love learning languages,Sí
1263,199,Translate: Water,Me encanta aprender idiomas
1264,200,Translate: No,Buenos días
1265,201,Translate: I love learning languages,Buenos días
1266,202,Translate: Goodbye,No
1267,203,Translate: Yes,Agua
1268,204,Translate: I love learning languages,Me encanta aprender idiomas
1269,205,Translate: Water,Sí
1270,206,Translate: Goodbye,No
1271,207,Translate: Yes,Me encanta aprender idiomas
1272,208,Translate: How are you?,Gracias
1273,209,Translate: Goodbye,Adiós
1274,210,Translate: I love learning languages,Me encanta aprender idiomas
1275,211,Translate: Please,Gracias
1276,212,Translate: Thank you,Por favor
1277,213,Translate: Goodbye,Sí
1278,214,Translate: How are you?,Gracias
1279,215,Translate: I love learning languages,Gracias
1280,216,Translate: How are you?,Sí
1281,217,Translate: Goodbye,Buenos días
1282,218,Translate: Hello,Agua
1283,219,Translate: Thank you,¿Cómo estás?
1284,220,Translate: Water,Por favor
1285,221,Translate: Water,Por favor
1286,222,Translate: Yes,¿Cómo estás?
1287,223,Translate: Thank you,Por favor
1288,224,Translate: Good morning,No
1289,225,Translate: Goodbye,Me encanta aprender idiomas
1290,226,Translate: I love learning languages,Agua
1291,227,Translate: Please,Me encanta aprender idiomas
1292,228,Translate: Please,Gracias
1293,229,Translate: Thank you,Adiós
1294,230,Translate: No,Gracias
1295,231,Translate: Please,Sí
1296,232,Translate: Water,Adiós
1297,233,Translate: I love learning languages,Buenos días
1298,234,Translate: Hello,¿Cómo estás?
1299,235,Translate: Please,Agua
1300,236,Translate: Thank you,Buenos días
1301,237,Translate: I love learning languages,Gracias
1302,238,Translate: Good morning,Me encanta aprender idiomas
1303,239,Translate: Good morning,Por favor
1304,240,Translate: No,Buenos días
1305,241,Translate: Hello,Sí
1306,242,Translate: Water,¿Cómo estás?
1307,243,Translate: Yes,¿Cómo estás?
1308,244,Translate: Goodbye,Agua
1309,245,Translate: How are you?,Por favor
1310,246,Translate: How are you?,Por favor
1311,247,Translate: Goodbye,¿Cómo estás?
1312,248,Translate: How are you?,¿Cómo estás?
1313,249,Translate: No,Me encanta aprender idiomas
1314,250,Translate: Water,Me encanta aprender idiomas
1315,251,Translate: Please,Me encanta aprender idiomas
1316,252,Translate: Yes,¿Cómo estás?
1317,253,Translate: Good morning,Me encanta aprender idiomas
1318,254,Translate: Thank you,Gracias
1319,255,Translate: Hello,¿Cómo estás?
1320,256,Translate: Thank you,Gracias
1321,257,Translate: Please,Por favor
1322,258,Translate: Goodbye,¿Cómo estás?
1323,259,Translate: Thank you,Me encanta aprender idiomas
1324,260,Translate: How are you?,Hola
1325,261,Translate: Water,Agua
1326,262,Translate: Yes,¿Cómo estás?
1327,263,Translate: I love learning languages,Hola
1328,264,Translate: Thank you,Me encanta aprender idiomas
1329,265,Translate: Yes,No
1330,266,Translate: Good morning,No
1331,267,Translate: Hello,Hola
1332,268,Translate: No,Sí
1333,269,Translate: Thank you,Gracias
1334,270,Translate: Water,Me encanta aprender idiomas
1335,271,Translate: Yes,Sí
1336,272,Translate: Goodbye,Sí
1337,273,Translate: I love learning languages,No
1338,274,Translate: Yes,Por favor
1339,275,Translate: Yes,Sí
1340,276,Translate: How are you?,Gracias
1341,277,Translate: How are you?,Adiós
1342,278,Translate: Yes,Buenos días
1343,279,Translate: Yes,¿Cómo estás?
1344,280,Translate: Hello,Sí
1345,281,Translate: Good morning,Sí
1346,282,Translate: Thank you,Adiós
1347,283,Translate: I love learning languages,Me encanta aprender idiomas
1348,284,Translate: How are you?,No
1349,285,Translate: Please,Me encanta aprender idiomas
1350,286,Translate: Goodbye,Por favor
1351,287,Translate: How are you?,Hola
1352,288,Translate: Goodbye,Adiós
1353,289,Translate: I love learning languages,Me encanta aprender idiomas
1354,290,Translate: I love learning languages,Buenos días
1355,291,Translate: No,Sí
1356,292,Translate: Please,Sí
1357,293,Translate: Good morning,No
1358,294,Translate: Thank you,No
1359,295,Translate: Hello,¿Cómo estás?
1360,296,Translate: Water,Me encanta aprender idiomas
1361,297,Translate: Please,Agua
1362,298,Translate: Thank you,Agua
1363,299,Translate: How are you?,Hola
1364,300,Translate: I love learning languages,No
1365,301,Translate: Thank you,Buenos días
1366,302,Translate: How are you?,Buenos días
1367,303,Translate: Please,¿Cómo estás?
1368,304,Translate: Good morning,Adiós
1369,305,Translate: No,Adiós
1370,306,Translate: Thank you,Sí
1371,307,Translate: Good morning,No
1372,308,Translate: Water,Por favor
1373,309,Translate: Yes,Gracias
1374,310,Translate: I love learning languages,Adiós
1375,311,Translate: Water,Gracias
1376,312,Translate: Thank you,Agua
1377,313,Translate: Please,Adiós
1378,314,Translate: How are you?,No
1379,315,Translate: Good morning,Adiós
1380,316,Translate: Hello,Adiós
1381,317,Translate: I love learning languages,Buenos días
1382,318,Translate: Good morning,Gracias
1383,319,Translate: Water,¿Cómo estás?
1384,320,Translate: Thank you,Agua
1385,321,Translate: Yes,Sí
1386,322,Translate: Thank you,Agua
1387,323,Translate: I love learning languages,No
1388,324,Translate: Goodbye,No
1389,325,Translate: Thank you,Me encanta aprender idiomas
1390,326,Translate: Yes,Gracias
1391,327,Translate: No,Me encanta aprender idiomas
1392,328,Translate: Thank you,Buenos días
1393,329,Translate: Yes,Por favor
1394,330,Translate: Hello,Sí
1395,331,Translate: I love learning languages,No
1396,332,Translate: Please,Buenos días
1397,333,Translate: Hello,Me encanta aprender idiomas
1398,334,Translate: I love learning languages,No
1399,335,Translate: Yes,Buenos días
1400,336,Translate: Please,Me encanta aprender idiomas
1401,337,Translate: I love learning languages,Adiós
1402,338,Translate: Good morning,Buenos días
1403,339,Translate: How are you?,No
1404,340,Translate: Goodbye,No
1405,341,Translate: Thank you,Me encanta aprender idiomas
1406,342,Translate: Please,Sí
1407,343,Translate: I love learning languages,¿Cómo estás?
1408,344,Translate: Good morning,Sí
1409,345,Translate: I love learning languages,¿Cómo estás?
1410,346,Translate: Please,Por favor
1411,347,Translate: Please,Agua
1412,348,Translate: No,¿Cómo estás?
1413,349,Translate: Goodbye,Sí
1414,350,Translate: No,Gracias
1415,351,Translate: I love learning languages,¿Cómo estás?
1416,352,Translate: Please,No
1417,353,Translate: No,Por favor
1418,354,Translate: I love learning languages,No
1419,355,Translate: Hello,Me encanta aprender idiomas
1420,356,Translate: Hello,Hola
1421,357,Translate: Thank you,¿Cómo estás?
1422,358,Translate: Good morning,No
1423,359,Translate: Thank you,Adiós
1424,360,Translate: How are you?,Me encanta aprender idiomas
1425,361,Translate: Thank you,¿Cómo estás?
1426,362,Translate: Thank you,No
1427,363,Translate: No,Sí
1428,364,Translate: No,Adiós
1429,365,Translate: Yes,¿Cómo estás?
1430,366,Translate: I love learning languages,Sí
1431,367,Translate: Thank you,Buenos días
1432,368,Translate: Good morning,No
1433,369,Translate: Good morning,Buenos días
1434,370,Translate: How are you?,Me encanta aprender idiomas
1435,371,Translate: I love learning languages,Por favor
1436,372,Translate: Water,Agua
1437,373,Translate: Good morning,Gracias
1438,374,Translate: Yes,Gracias
1439,375,Translate: I love learning languages,Buenos días
1440,376,Translate: Water,Me encanta aprender idiomas
1441,377,Translate: Please,Buenos días
1442,378,Translate: No,Adiós
1443,379,Translate: Goodbye,Buenos días
1444,380,Translate: I love learning languages,¿Cómo estás?
1445,381,Translate: Thank you,¿Cómo estás?
1446,382,Translate: I love learning languages,No
1447,383,Translate: Please,Sí
1448,384,Translate: No,¿Cómo estás?
1449,385,Translate: Water,Por favor
1450,386,Translate: How are you?,Me encanta aprender idiomas
1451,387,Translate: Water,Me encanta aprender idiomas
1452,388,Translate: Goodbye,Agua
1453,389,Translate: Yes,No
1454,390,Translate: Good morning,Agua
1455,391,Translate: Water,¿Cómo estás?
1456,392,Translate: Good morning,Sí
1457,393,Translate: Good morning,Adiós
1458,394,Translate: Good morning,Buenos días
1459,395,Translate: Yes,¿Cómo estás?
1460,396,Translate: Thank you,Agua
1461,397,Translate: Goodbye,Hola
1462,398,Translate: How are you?,Me encanta aprender idiomas
